Date,G_PC_1,G_PC_2,G_PC_3,L_PC_AAPL_1,L_PC_AAPL_2,L_PC_AAPL_3,L_PC_AMZN_1,L_PC_AMZN_2,L_PC_AMZN_3,L_PC_GLD_1,L_PC_GLD_2,L_PC_GLD_3,L_PC_GOOGL_1,L_PC_GOOGL_2,L_PC_GOOGL_3,L_PC_GOOGL_4,L_PC_IWM_1,L_PC_IWM_2,L_PC_IWM_3,L_PC_JPM_1,L_PC_JPM_2,L_PC_JPM_3,L_PC_MSFT_1,L_PC_MSFT_2,L_PC_MSFT_3,L_PC_NFLX_1,L_PC_NFLX_2,L_PC_NFLX_3,L_PC_NVDA_1,L_PC_NVDA_2,L_PC_NVDA_3,L_PC_QQQ_1,L_PC_QQQ_2,L_PC_QQQ_3,L_PC_SPY_1,L_PC_SPY_2,L_PC_SPY_3,L_PC_TLT_1,L_PC_TLT_2,L_PC_TLT_3,L_PC_TLT_4,L_PC_TLT_5,L_PC_TSLA_1,L_PC_TSLA_2,L_PC_TSLA_3,L_PC_V_1,L_PC_V_2,L_PC_V_3
2020-02-04,0.47424637325276575,0.28310387733230846,0.996266166885418,0.010523406719922846,0.061831910280133656,0.2233972901126436,0.08670216304059254,0.009341562042360696,0.15648754272331836,0.051890281006282596,0.24435805970339292,0.08178504946402453,0.009911980634171091,0.016537492300354017,0.5223487956784206,0.36430866533653194,0.000744160207155864,0.28176793583340076,0.42039212107235135,0.14370034053109929,0.12606099386295755,0.792206078084656,0.9811735599058334,0.8348348195110561,0.6731813960124423,0.9499730030730448,0.6020827732451011,0.47734543004568486,0.39261026292317913,0.8589962074801263,0.015255198228377731,0.007477242508330051,0.9792335052644423,0.020530047503682092,0.7119512906454164,0.9778799227007057,0.010482403295602773,0.24096088845787847,0.38711182351195095,0.40201046253391515,0.4880237875046932,0.7600234741889286,0.999883929984223,0.9986712926078709,0.9963488585387984,0.05651107959327391,0.013838873791852524,0.24073954021308253
2020-02-05,0.5795639735563776,0.8848380378674907,0.9802446342442594,0.11591404522052057,0.40785134519844424,0.06725529354344757,0.9616390864341926,0.9545200745858163,0.9482229660083509,0.24221135040091812,0.957329890090747,0.6223512756046444,0.8655781716485765,0.4766448330460856,0.6387108093535707,0.7044994725831804,0.0940497312006266,0.07707599816470301,0.8571185806769649,0.11528075147696867,0.42961814724954506,0.416338631215907,0.9904304573946268,0.9391985880522333,0.9621805026022427,0.9597888677895916,0.4196977294638635,0.16845261186362467,0.5361437163673296,0.0792069045288748,0.32501739262312224,0.5582370420120235,0.7041614425386031,0.22245710092709065,0.38310171839295526,0.49315030221135603,0.00690135676986663,0.37148526444449137,0.45823771530313195,0.10718564902070317,0.21559858699375029,0.19668968911639045,0.07874704752426083,0.7262639071577254,0.36388636394032126,0.30413745156645566,0.526081320665374,0.9146416845202278
2020-02-06,0.41062259672994617,0.670669609770391,0.9441574334558153,0.1769567833365131,0.06411625006895148,0.4656998771697166,0.528321481778228,0.5752345827442105,0.7466085713385383,0.34147808180563743,0.2250517330576461,0.16171877594753142,0.2132546093486219,0.05275418664194875,0.24210986906553958,0.05034940411559768,0.21797792823374254,0.23472659556092096,0.6378370425101544,0.3645731521607679,0.26489525496805144,0.7148528975453081,0.9001222671567343,0.9613398264479495,0.4344547578457041,0.7391724830656751,0.0486962473683528,0.21443258056523642,0.45776823164031233,0.9364070215415683,0.013310055099223195,0.857605775450436,0.9865073933984252,0.2693204778700409,0.5121798207369803,0.7126481398913475,0.11924262425555496,0.45523370366261273,0.5613719010391435,0.8252956419022963,0.20937534652772957,0.3762645792643029,0.7467271749327187,0.9622951911086798,0.9720853700015025,0.10314578761350046,0.1503864079570627,0.839072022045797
2020-02-07,0.351902975175845,0.6690436322301095,0.4592377294388297,0.5583552720075112,0.22746419681705957,0.39543115467128376,0.8566896108267422,0.9618411239696212,0.9,0.5327819277760514,0.15577502483898695,0.596476819558148,0.24669725140482626,0.2869785423872373,0.27296041562274476,0.09879721360145222,0.5526844307512022,0.4196327882726886,0.3951405290898744,0.4240274479680758,0.14981160432343155,0.6817718420875007,0.7355406848893324,0.666929034463755,0.09514242621857869,0.6301276823879887,0.40809576375189416,0.18194551267303766,0.5399296639101387,0.927376565071228,0.077443835468616,0.751003213089445,0.7837944991070763,0.6210717720544339,0.6999490569765026,0.5790770112436949,0.20544075015118768,0.48169478970309565,0.6518483051437587,0.06978019533081592,0.5420935956365792,0.8385708505143975,0.20153671811997848,0.3325482019016781,0.7771041817905472,0.2111738826364486,0.2286775314213621,0.6763220974941089
2020-02-10,0.7150444676705552,0.5843843554199121,0.7074746514502093,0.44837681610948754,0.39118845024319393,0.4922146628354396,0.7828041186126847,0.8591834527800182,0.07252381665821946,0.33659685638239323,0.15396862701179204,0.2593550685770831,0.3596775721372084,0.18503642672604803,0.8842938730739605,0.33997810524778316,0.08043530070164993,0.24817507928561733,0.03903419164535671,0.28289481738233824,0.08829335028911281,0.7713533147711965,0.9284844012741649,0.5448277204072,0.5214707534576272,0.6225580456804001,0.11548855949180398,0.725739240628311,0.6944821407447588,0.8808871312023283,0.294711439780591,0.4677606536105191,0.5018391365659732,0.23258749214649158,0.21909244349150542,0.548243575809485,0.7755386532402576,0.5280119854246038,0.8434732073375467,0.8381108156778473,0.7446956320415228,0.7152730000295435,0.6221183430466994,0.4213336939704001,0.17383758505384553,0.3089592192415405,0.38694838939003395,0.6759915476773454
2020-02-11,0.4759225241958881,0.2822889862299849,0.740260411711609,0.18251971793904087,0.1499426113571217,0.42750954650172657,0.8230594800885227,0.9572195906570474,0.6391663092388534,0.30637311749461893,0.426857021695653,0.06139948369001868,0.438401026962565,0.746755565897702,0.8435999778433149,0.4739190529927241,0.12500283434733334,0.5855508954891505,0.4827280870276519,0.3619917127731821,0.16080660777068034,0.7714360414960172,0.9666766408240866,0.32194565459372393,0.2171418307520416,0.48555606568543197,0.13486105388873088,0.7034614531596415,0.7955717726098849,0.5348060589487953,0.8385840666214954,0.8840869799476552,0.19884285390047143,0.6257552456088353,0.6300303009334914,0.7772179479173532,0.290213459079031,0.22066874460394956,0.5876838327570263,0.5889187399756413,0.7272832746228095,0.6885277183095948,0.09822818772138202,0.11432348526712963,0.0031088711996008047,0.9801475548921329,0.5404030069484996,0.7313420944060762
2020-02-12,0.2855323449223669,0.7969652466432928,0.669389702136913,0.5020210898286781,0.8677237935866317,0.10522368113404772,0.8583573504061249,0.7377742516612873,0.21388359340202664,0.5121168716146661,0.6570853161600777,0.7161951972545478,0.5476287640811306,0.4159993587538716,0.1743230628846999,0.9763462877018998,0.4960009771110998,0.645419778770702,0.8829607926753539,0.3028213678685664,0.6323254800588296,0.15062785583091254,0.6065541419806474,0.7242476222566646,0.7367734053476255,0.8368589794273166,0.4573098287159685,0.10893651725193372,0.3166487933643839,0.16117920824384535,0.8944743717215654,0.3155587227660983,0.940266695109911,0.7753568140220674,0.7819587539846814,0.6507186798382045,0.07064922845111173,0.583431022881795,0.6705864667814473,0.32923496678641545,0.2540035635914128,0.4751931997876093,0.2622382102043633,0.030380354117801624,0.6354734057189668,0.23935606339135818,0.2733644475351551,0.6845777769368463
2020-02-13,0.4759538054686685,0.6234157965396073,0.5289032652801569,0.39765545286724235,0.5621172226967748,0.9004940545938988,0.5663740574896604,0.42916134436181097,0.3041662081701293,0.9304969956231094,0.25238630587543776,0.6545087125559401,0.2952265429923476,0.4046367708111257,0.26044707409441187,0.5207029689672041,0.20178819362774647,0.5704804293305654,0.4083221504651813,0.4001219693355428,0.5305181595779139,0.427584683824465,0.5342193613086139,0.4982861427702453,0.6180480569679127,0.744040258253893,0.23267304754253923,0.24050981662433824,0.9518062548230529,0.8939981775468707,0.8903339167539285,0.09224533213151816,0.4600090555172125,0.6870847181158969,0.029027809488012302,0.48455450856167936,0.7251770880658073,0.3363411798538847,0.541796295658331,0.7935463496486003,0.6400265391795674,0.41881600047461265,0.5902808128352698,0.8535338290759082,0.5838303605973763,0.6802870764466931,0.5785065862627676,0.8691907326534674
2020-02-14,0.06142684523385111,0.10539044554419753,0.37148064224745403,0.6166825874011005,0.5923695384669916,0.6177040616465772,0.09014138009690836,0.3567920114211447,0.95780021484936,0.9031685043630686,0.019131286546622585,0.5355196909502083,0.10893709675736334,0.788868770137424,0.7799917659405574,0.7566552537833217,0.7042705242492883,0.8758009261590222,0.5746659680448554,0.8765804687490053,0.5584806748631567,0.7189194822525387,0.779432523850449,0.02538995598511168,0.7448721716364095,0.4015514773302704,0.522805839568327,0.2959869786328748,0.004580499673126826,0.001456866042291305,0.9428373100045008,0.21435899408446019,0.741121852476221,0.9302466533402561,0.8698337969452148,0.7323536406507851,0.6791648404088659,0.20154822758490626,0.672708637854063,0.9163153009752437,0.7931064521060354,0.7618227557130957,0.6427266192218463,0.20939531291969016,0.06208220116356231,0.9324159906701698,0.46662425115809947,0.5065043477515405
2020-02-18,0.7926138121880842,0.2647906725573943,0.16829417238251243,0.8187350551770533,0.5171483457804735,0.8925149201944349,0.042788922539507314,0.012487810963611234,0.0058112667405106795,0.7962618615350414,0.043128903226499885,0.9222695239693871,0.1713099329402749,0.5062374009011794,0.8165369962038562,0.18328811987601273,0.6187814036850119,0.8849799151597734,0.24476120681730537,0.607927583289288,0.14441126715984076,0.7106238905198059,0.2615177069865777,0.27744205048978465,0.029989328827916918,0.3764349457869911,0.1975995090835388,0.7220239190901141,0.8174483143177943,0.9299487015313546,0.2458189840651516,0.36052117386873717,0.3361694336067519,0.8026318373274525,0.45219932658815887,0.8791612097965923,0.9968427206404245,0.33122502839959533,0.7686589430159466,0.7171671207471552,0.7724242599872926,0.9602048355206871,0.5602502957738984,0.4760111671520778,0.049060234463943676,0.8201409354724568,0.11932469303133167,0.35626366968989365
