Date,Realized_PnL,Vine_VaR,Vine_ES,Vine_Std,Vine_Hit,Indep_VaR,Indep_ES,Indep_Std,Indep_Hit
2025-01-02 12:00:00,853.5226727588533,448.54511486095805,-131.0248704552046,1510.7509124176456,0,555.5027133544917,95.89005598603995,876.1822338734868,0
2025-01-03 12:00:00,327.15227665908975,253.3381384631985,-582.597571560831,1134.3245938166829,0,211.52831341860858,-422.56491259355664,876.2257351534465,0
2025-01-06 12:00:00,417.9263242882872,428.57922570600766,-284.8113303958536,1512.978261419276,1,702.3741410894995,-132.5116179528626,932.8455490649677,1
2025-01-07 12:00:00,527.3686518226668,166.46294543591085,-1229.192661968381,2012.9474923973728,0,83.94614760392565,-830.2575553806927,838.8233570533511,0
2025-01-08 12:00:00,358.3558638275483,184.19987271374197,-594.9145307617262,1114.2785424652816,0,150.89691990144033,-488.2841982728363,1009.4135550352269,0
2025-01-10 12:00:00,1650.0912978193867,308.7415083732666,-354.0064252371515,1518.401238398169,0,426.66771406589976,-116.94802715469565,780.304230201239,0
2025-01-13 12:00:00,1867.109830047692,299.10616040240046,-20.356784893247536,1185.979426005868,0,670.98533286389,13.54136750322775,920.7898949030202,0
2025-01-14 12:00:00,233.483193016541,235.55403615184719,-866.9423857779066,1496.4722774651768,1,158.32721171596145,-622.7389444586526,911.5289454547527,0
2025-01-15 12:00:00,883.7460012036245,215.72892136101922,-724.3090985537407,1480.7453634532944,0,118.31322201279286,-720.3672331816931,1044.75331165722,0
2025-01-16 12:00:00,313.9979407780184,146.0294243996308,-1515.9402330734458,1880.4335085294665,0,0.39631302793676537,-964.0976583512013,1181.8269467712034,0
2025-01-17 12:00:00,223.16316398129987,112.96559415042557,-938.8851283641753,2955.8022342832664,0,-11.779574573717975,-1051.3063693969646,1059.654006869799,0
2025-01-21 12:00:00,1210.7560604573428,-108.62304588922316,-1009.5013908822103,2082.3580804688872,0,516.7719555558094,23.857088822879867,954.6420165905771,0
2025-01-22 12:00:00,1175.7953441319858,156.36626796758728,-779.9595189393699,1119.4410775031708,0,54.7308115162324,-697.1160399559731,783.4645147822216,0
2025-01-23 12:00:00,382.1468002276538,90.71084540227199,-1019.2239558639195,1193.8314852785868,0,-24.07874080336563,-820.6838719195583,767.5069854889284,0
2025-01-24 12:00:00,282.07862613127656,74.24182061381292,-1162.347642387922,1368.5271727887657,0,-17.802541796270244,-742.8977311319544,720.5386688131314,0
2025-01-27 12:00:00,-1873.6554161573756,87.89266979904677,-538.6583542419697,1003.4035724053646,1,404.95995102491577,-273.69332464304443,735.2673798816567,1
2025-01-28 12:00:00,972.170350732255,277.70604102250917,-243.6248876338585,708.080087516638,0,273.61206498565457,-192.55507715129875,550.880061411843,0
2025-01-29 12:00:00,446.6672120690724,242.71328568885326,-687.3202073465895,1511.8686684502372,0,170.99569220314697,-508.18090682589354,1172.754867578549,0
2025-01-30 12:00:00,-265.86905112778254,220.6711337266823,-608.7145748081251,2166.2893354901253,1,147.51365985604224,-563.3288121820053,1014.7990512987299,1
2025-01-31 12:00:00,292.3743628246141,141.85181317942985,-1204.0416548269843,1913.5362706980131,0,44.48106207631262,-728.4818651301828,892.0538005057857,0
2025-02-03 12:00:00,1509.708106295108,340.2269234636254,-366.4376766345684,1123.3391534778818,0,572.860138448195,-249.21676531370215,969.1514061264406,0
2025-02-04 12:00:00,365.5655807784776,165.53112440870947,-963.2636362048488,1628.3797995165532,0,45.60689983708452,-981.4843991785738,913.0119091640405,0
2025-02-05 12:00:00,298.27852126058986,40.446898601166836,-1666.5909809030313,1979.7434279566567,0,-84.69918809377083,-1191.493479182206,1090.269109846041,0
2025-02-06 12:00:00,357.0120876295805,149.82271198426622,-1287.396456582288,1995.8191491037212,0,63.07242953232941,-1015.7591424254468,1488.9020620777205,0
2025-02-07 12:00:00,539.090716108117,8.473484721595822,-1754.7638944077878,1961.3316771791015,0,-45.84322359162612,-1109.49035996133,1288.0304180558296,0
2025-02-10 12:00:00,946.2213766131717,605.3335045902655,-650.6424556726231,1691.938544907824,0,794.7096310323791,-181.2910801180072,1202.533844172039,0
2025-02-11 12:00:00,270.90637912858017,-23.347123691504223,-2070.672326769749,2520.677584284479,0,-99.11626756539218,-1052.3062234701972,1070.0305854655471,0
2025-02-12 12:00:00,381.1628204079651,109.67601961693735,-1239.247231316138,1967.9470356429524,0,28.738043628076806,-991.7031851123897,929.6121512916358,0
2025-02-13 12:00:00,378.698771926707,111.32558062395366,-1350.37092153568,2232.0448919856835,0,4.1873012422427,-1104.2869852575539,1150.5598372904874,0
2025-02-14 12:00:00,362.9620252354789,-35.11098930456536,-1707.2718812509543,1531.5851314669544,0,-117.23302857392356,-1202.9777672828027,1545.3455837061128,0
2025-02-18 12:00:00,1286.2809886216032,391.81203963574535,-411.74977869356843,1717.2149187778925,0,783.6690440363475,-57.016562845525826,1163.287391553818,0
2025-02-19 12:00:00,314.87693987307864,168.26610914969467,-1162.1503735384754,2189.8129393203612,0,38.51153942390907,-899.5313091149026,988.7691769601698,0
2025-02-20 12:00:00,391.08872604499095,145.03248769388287,-1288.3230578148866,2150.989412872125,0,76.54573719746857,-802.433549821964,885.2420552785454,0
2025-02-21 12:00:00,541.0461608337841,239.49054515174777,-1351.4313822081863,1446.48292722313,0,172.56463089600396,-681.4147923723833,847.3171991044621,0
2025-02-24 12:00:00,2533.751766908812,624.4311213738554,-47.83206555248188,1818.6902550778755,0,832.8693243034137,170.8272917576917,828.7943701669368,0
2025-02-25 12:00:00,469.2715187994865,363.7694837800758,-538.1099650032336,1488.694772564541,0,263.6224062940651,-628.8701748949825,771.9862917893389,0
2025-02-26 12:00:00,783.3073746102639,397.1932841943104,-344.1748646593628,1626.3202937363342,0,407.38906487338824,-396.7031437855728,947.1741104727158,0
2025-02-27 12:00:00,873.9345185594834,355.7717648968461,-543.9424753757938,1570.4642866172865,0,334.27425234846794,-454.75797123764784,1352.1398666253785,0
2025-02-28 12:00:00,735.9075501416829,356.34852813839774,-402.80974475058025,3204.65749193963,0,378.37851980022896,-218.07181260867702,1010.7353252856352,0
2025-03-03 12:00:00,803.9396416840202,779.2298543678185,457.3369023024929,1322.3025102920726,0,1021.1084429840763,413.2611799644521,962.7273295309776,1
2025-03-04 12:00:00,371.7350192486042,370.17600256929165,-759.3665475104972,3367.1190420193084,0,395.15071136325366,-320.0908169770279,1018.6950574801889,1
2025-03-05 12:00:00,577.6944764511869,495.63638453365803,102.2122508522008,1371.720389807861,0,535.7955735948292,133.67187341728592,764.066287113871,0
2025-03-06 12:00:00,726.054719078483,467.79186604233627,-356.1256993155951,2280.4607334237076,0,459.7911659900087,-383.9250164502006,1175.9056158891333,0
2025-03-07 12:00:00,826.0703990312842,457.01269905302496,-494.0157848980012,2577.546738261879,0,460.9157618101761,-490.6937930064559,1207.0276264003792,0
2025-03-10 12:00:00,2643.400185168873,1035.9856969051712,727.6765311980539,2225.755159762443,0,1356.1733777250863,848.2747627155434,1152.7695202045834,0
2025-03-11 12:00:00,890.935201780381,478.4951845116018,-25.104416473026912,1737.0930317240502,0,525.4008910972223,-30.955288459104516,850.3049142811376,0
2025-03-12 12:00:00,763.9198458684834,520.2571734545068,-159.14661073289133,2817.456860083009,0,569.4754359032077,175.10891492670882,944.205744049546,0
2025-03-13 12:00:00,994.5390744835879,497.23874006214345,-615.1299170203174,2155.938705269783,0,499.0655854714444,-292.3357841891241,1173.7457612454948,0
2025-03-14 12:00:00,774.4492000846602,429.42848254926486,-365.98264401701886,2714.893412111141,0,479.7140622518015,-167.3106286882251,1117.8666487737232,0
2025-03-17 12:00:00,1737.857870789077,849.6617996092904,250.71000086059135,2492.9559709069663,0,1148.8841747827794,343.0312256821387,1349.0907695341198,0
2025-03-18 12:00:00,663.3453391569258,361.2315431081778,-752.529629993963,2667.4615957654537,0,267.1376076741256,-546.9575127099567,1335.3461081497542,0
2025-03-19 12:00:00,411.9927267393935,367.79154593551306,-300.13336590926986,2079.8854887497823,0,362.78662902608033,-460.5173724580486,1123.3222019492282,0
2025-03-20 12:00:00,380.3901082326175,314.3720992026109,-1494.2891583201942,2770.9622413730644,0,219.3779351464018,-642.4969452949593,1301.2534033126572,0
2025-03-21 12:00:00,807.8333061936107,328.97616667627125,-1020.480203821906,2404.987674098514,0,239.61162371655035,-623.8532369685431,1320.9146343236227,0
2025-03-24 12:00:00,1779.055693872501,623.9112474986922,-128.40473712913297,1928.2779757872063,0,921.548798787815,113.25636885613271,913.3873979228247,0
2025-03-25 12:00:00,316.83949022633385,277.0002433939502,-1329.1950873894905,2781.857607640267,0,180.31536122731407,-607.3395564837374,979.3092296733508,0
2025-03-26 12:00:00,545.2243508219674,147.7584123842896,-1819.4210328798715,2411.15113254143,0,17.868940056421337,-1041.8759933270892,1022.9702954370927,0
2025-03-27 12:00:00,481.8308343738131,304.88546555204994,-1152.5158383591147,2484.6139357412776,0,201.3825352046805,-677.3597374256057,1077.4356842198993,0
2025-03-28 12:00:00,689.6330719780534,310.2538766096385,-1052.2437657208452,2726.769556319693,0,188.03173454968737,-740.0355902599485,1203.2149728499514,0
2025-03-31 12:00:00,2340.945838083597,649.2889502222906,145.8260373840904,1424.9193468113072,0,977.3480994013789,494.9332568083205,1070.1899306154532,0
2025-04-01 12:00:00,905.8064896011788,395.7378477632642,-632.9332100716636,3208.986235309687,0,434.3556283542106,-249.22851169130698,966.7480139757251,0
2025-04-02 12:00:00,430.79625798176545,407.67376389008143,-690.1331774597434,2624.201170150074,0,395.78018973307576,-496.79532331018964,1081.4162121532593,0
2025-04-03 12:00:00,-46.88136331841815,393.299626407014,-375.1204252633067,1906.975211568778,1,413.270179140335,-307.6990542224258,1049.8765525426782,1
2025-04-04 12:00:00,-19.56016856164456,420.00478551301035,-4.724330773345501,1528.4187650462463,1,487.0368209342564,-60.70427834553549,1017.0162191121466,1
2025-04-07 12:00:00,4346.590175377034,1448.9839448870725,1216.6655668511814,1604.2994847025902,0,1899.1199098619395,1632.594879014338,822.0104249556535,0
2025-04-08 12:00:00,1861.5916885523532,806.9924462458114,481.11590771695336,1905.417982124642,0,938.8063967135455,671.1827767058094,1448.454475945751,0
2025-04-09 12:00:00,2156.210945889341,780.9880233509501,-291.35830579806816,3642.696006874736,0,903.2637622103205,83.7227449586561,1886.748016440851,0
2025-04-10 12:00:00,2964.9287341029894,930.2878760006375,672.9413975854759,1938.511056768887,0,1087.2498716156626,797.0237875689522,1000.4889827465732,0
2025-04-11 12:00:00,1300.730748975685,892.8006010708629,185.20553574002517,3962.6938785793627,0,1071.3121520037896,359.0471812899136,2255.469172061586,0
2025-04-14 12:00:00,2260.8340870409975,2216.176918653347,1927.2448941291937,4199.385757434506,0,2712.43830166609,2341.5382296252155,1729.3577895700785,1
2025-04-15 12:00:00,790.3010762042117,754.9235631648874,65.2354126334125,4890.589726218859,0,867.8535724590193,-30.639338434483566,1556.5127088758652,1
2025-04-16 12:00:00,1326.3434621967103,684.5255345864688,-839.1797285556157,3648.174310373545,0,726.0891862440105,-366.2480952442457,1627.999694481668,0
2025-04-17 12:00:00,1064.6719321570063,629.1298317969795,-160.8735663589373,2587.262236015206,0,721.0843804282788,25.770153319627052,1379.065334793463,0
2025-04-21 12:00:00,5814.971731053934,1541.6570713458623,1171.066763878867,2872.696481526987,0,2156.8526482998604,1662.2920318753206,1523.5278872779177,0
2025-04-22 12:00:00,1614.1091008162264,558.1866194368561,-210.94967980932088,2608.424190930027,0,636.0239634799726,113.64066732205056,1151.6164821816812,0
2025-04-23 12:00:00,1087.4837564158502,521.8284955388152,-1167.9838396131154,5695.204557771099,0,489.3228200889853,-502.5007166191308,1944.7460257388377,0
2025-04-24 12:00:00,555.532604696007,494.32988690286953,-1686.9810590100253,3034.904190733472,0,365.42900902093174,-814.3850158194449,1559.0396719918188,0
2025-04-25 12:00:00,1329.2767974597625,456.8726148021114,-1285.5352835169294,3667.344057905044,0,486.2149310960129,-458.7399231380371,1511.5331393411439,0
2025-04-28 12:00:00,1632.1785005059837,893.954760164333,-35.919222827826204,2655.0506379764975,0,1228.3755571670301,428.25093846782033,1510.6163145199907,0
2025-04-29 12:00:00,416.49694701859323,442.58982306178683,-474.00441744195865,2937.128855695585,1,401.27283061951573,-608.2942480171313,1243.6212830965565,0
2025-04-30 12:00:00,655.5112843683728,426.81357601152223,-788.8414871671337,2397.4439806447776,0,384.6627510164639,-521.9984681030028,1261.5029621154583,0
2025-05-01 12:00:00,4045.0524212154824,457.97558930012275,-453.77296958066813,3444.0696642876424,0,422.844649285044,-381.75827534011563,1276.7465771259733,0
2025-05-02 12:00:00,676.2286591376308,424.93921570406735,-738.407203060129,2307.5343307646012,0,372.4025739086658,-655.2647993160921,1406.7876615001217,0
2025-05-05 12:00:00,1892.4687334718,871.6771134743277,-227.57523228503896,3008.0209702761517,0,1142.2301254121369,88.82842697526746,1174.9346663152241,0
2025-05-06 12:00:00,692.6548856070951,374.1888761505131,-1131.2341549818445,1968.6474509179411,0,268.4151620274387,-618.4130710455424,1541.7944156418807,0
2025-05-07 12:00:00,-45.24332767940052,395.05539480618637,-858.5622948314214,2311.199572297331,1,367.53192967505305,-449.2455375344532,1535.7223117756637,1
